,Merchant_String,Labels,Predictions,Confidence,CorrectPrediction
38348,zaxby s #61401 z5814z,zaxbys,zaxbys,0.9548219382363385,1
38349,cvs pharm 01603 104 w z5912z,cvs,cvs,0.9999999258414106,1
38350,10950 sherman way z6011z,atm,atm,0.9999997335932278,1
38351,circle k # 02420 z5541z,circlek,circlek,0.9999999558983969,1
38352,mcdonald s f24309 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
38353,chick fil a #01827 z5814z,chickfila,chickfila,1.0,1
38354,dollar general # lenoi z531z,dollargeneral,dollargeneral,0.9999999999357456,1
38355,wal mart #2208 z5411z,walmart,walmart,0.9999999995276099,1
38356,paypal gogaflox z8999z,paypal,paypal,0.9999941015563429,1
38357,cvs pharm 07951 10000 z5912z,cvs,cvs,0.9999999997433733,1
38358,speedway 06474 z5541z,speedway,speedway,0.9877724268263727,1
38359,usa northern vending z5814z,vendingmachine,vendingmachine,0.9999990436439842,1
38360,0279 forever 21 z5621z,forever21,forever21,0.9999999999985221,1
38361,tj maxx #809 z5651z,tjmaxx,tjmaxx,0.9999997771249092,1
38362,paypal salinas cindy z4829z,paypal,paypal,0.9999721151701145,1
38363,panera bread #203281 z5812z,panerabread,panerabread,0.9999999967501836,1
38364,mcdonald s f12134 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
38365,paypal rickvtec88 z5331z,paypal,paypal,0.9998526389829658,1
38366,dollar general # 2995 z531z,dollargeneral,dollargeneral,0.999999999933209,1
38367,paypal nguyenvansy z8999z,vans,paypal,0.9999941015563429,0
38368,dunkin #353640 q35 z5814z,dunkindonuts,dunkindonuts,0.9999999201664093,1
38369,131 n lafayette st z6011z,atm,atm,0.9999999999663061,1
38370,rite aid store 5632 z5912z,riteaidpharmacy,riteaidpharmacy,0.999999999999929,1
38371,cmsvend ice cent z5814z,vendingmachine,vendingmachine,0.805257791506849,1
38372,coldstone #20822 z5814z,coldstone,mcdonalds,0.4436357927336999,0
38373,target t 1004 andrews z5411z,target,target,0.9999999994034141,1
38374,racetrac051 z5542z,racetrac,kroger,0.1333326313892547,0
38375,mcdonald s f3346 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
38376,jimmy johns 1335 z5814z,jimmyjohns,jimmyjohns,0.9999996937174316,1
38377,jersey mikes 33007 z5814z,jerseymikes,jerseymikes,0.9984305121747811,1
38378,200 governors driv z6011z,atm,atm,0.9999992989542973,1
38379,starbucks store 05337 z5814z,starbucks,starbucks,0.9999999997660041,1
38380,rite aid store 11270 z5912z,riteaidpharmacy,riteaidpharmacy,0.9999999999989058,1
38381,arbys #0816 roch z5814z,arbys,arbys,0.47551627419424053,1
38382,goodwill industries 22 z5931z,goodwill,goodwill,0.9999862304488408,1
38383,uber trip sev3h z4121z,uber,uber,1.0,1
38384,mcdonald s m6280 of fl z5814z,mcdonalds,mcdonalds,1.0,1
38385,paypal fabianreitz z8999z,paypal,paypal,0.9999941015563429,1
38386,dairy queen #10251 z5814z,dairyqueen,dairyqueen,0.9999999584754926,1
38387,ulta #706 z5399z,ultabeauty,ultabeauty,0.9980278937997912,1
38388,michaels stores 1228 2 z597z,michaels,michaels,0.9999999999890719,1
38389,dunkin #334777 q35 z5814z,dunkindonuts,dunkindonuts,0.9999999201664093,1
38390,mcdonald s f10844 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
38391,popeyes #5628 z5814z,popeyes,popeyes,0.41934789890398855,1
38392,paypal longxuanwen,paypal,paypal,0.9985187243203676,1
38393,foot locker 07660 z5661z,footlocker,footlocker,0.9999991821910617,1
38394,paypal yaocos z5977z,paypal,paypal,0.9999242556693272,1
38395,uber trip efigh z4121z,uber,uber,1.0,1
38396,burger king #1630 z5814z,burgerking,burgerking,0.9999999925425982,1
38397,zaxbys 1097 z5814z,zaxbys,mcdonalds,0.4037365605459863,0
38398,wal mart #2517 z5411z,walmart,walmart,0.9999999995291091,1
38399,burger king sembawan z5814z,burgerking,burgerking,0.9999999927295882,1
38400,rite aid store 0386 z5912z,riteaidpharmacy,riteaidpharmacy,0.999999999999929,1
38401,uber eats parmc,uber,uber,0.9999999999977831,1
38402,levelup sweetgreen0056 z5812z,sweetgreen,panerabread,0.24194088324552854,0
38403,uber trip 3fzuy z4121z,uber,uber,1.0,1
38404,uber trip bkiaq z4121z,uber,uber,1.0,1
38405,mcdonald s m6771 of tx z5814z,mcdonalds,mcdonalds,1.0,1
38406,panera bread #204078 z5812z,panerabread,panerabread,0.9999999967501836,1
38407,sq jamba juice san z5499z,jambajuice,jambajuice,0.9882481510479234,1
38408,paypal blphotoinc z5946z,paypal,paypal,0.9998854260525498,1
38409,papa john s 00844 z5814z,papajohns,papajohns,0.9999999996740172,1
38410,mcdonald s f34936 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
38411,dollar general # 1450 z531z,dollargeneral,dollargeneral,0.9999999999385594,1
38412,dunkin #349887 q35 z5814z,dunkindonuts,dunkindonuts,0.9999999201664093,1
38413,adidas 6176 z5655z,adidas,adidas,0.6187043555948815,1
38414,uber eats tp667,uber,uber,0.9999999999977831,1
38415,wal mart #4249 z5411z,walmart,walmart,0.9999999997384492,1
38416,2221 salem rd z6011z,atm,atm,0.9999999995335571,1
38417,skate world evansville z7999z,vans,atm,0.14567688153274092,0
38418,chipotle 2559 z5814z,chipotle,chipotle,0.9286569351620241,1
38419,gamestop 487 broadway,gamestop,gamestop,0.9813627849705214,1
38420,sonic #4541 z5814z,sonic,sonic,0.9667624255234418,1
38421,rio chama chevron z5542z,chevron,chevron,0.9996924670411416,1
38422,michaels stores inc210 z597z,michaels,michaels,0.9999999820110262,1
38423,gamestop 17017 n oute,gamestop,gamestop,0.9999333989938896,1
38424,paypal o sadejah z4829z,paypal,paypal,0.9999938261187342,1
38425,panda express #2295 z5814z,pandaexpress,pandaexpress,0.999960715423394,1
38426,wal mart #0945 z5411z,walmart,walmart,0.9999999997168274,1
38427,panera bread #203077 z5812z,panerabread,panerabread,0.9999999967501836,1
38428,potbelly #109 z5812z,potbelly,atm,0.25805305643400134,0
38429,uber eats zavex z4121z,uber,uber,1.0,1
38430,kids foot locker 06769 z5661z,footlocker,footlocker,0.9999999999955094,1
38431,aeropostale #705 z5691z,aeropostale,aeropostale,0.9763293800586352,1
38432,rue21 5001 monroe,rue21,rue21,0.9536581290318829,1
38433,ihop #1900 z5812z,ihop,ihop,0.952921292118873,1
38434,taco bell #28993 z5814z,tacobell,tacobell,0.9999999987956834,1
38435,ross stores #2033 z531z,rossstores,rossstores,0.999999036309229,1
38436,wawa 5133 z5542z,wawa,wawa,0.8715967646814616,1
38437,jack in the box 8345 z5814z,jackinthebox,jackinthebox,1.0,1
38438,waffle house 0925 z5812z,wafflehouse,wafflehouse,0.9999993482787409,1
38439,kfc g135273 z5814z,kfc,kfc,0.6349239415470637,1
38440,uber trip sxmwo,uber,uber,0.9999999999925802,1
38441,cvs pharm 06572 1375 z5912z,cvs,cvs,0.9999999997435935,1
38442,uber trip udydl z4121z,uber,uber,1.0,1
38443,wal mart #2361 z531z,walmart,walmart,0.9999999986747881,1
38444,usps po 2362820771 z9402z,usps,usps,0.9999991014823153,1
38445,kroger #4 200 s merri z5411z,kroger,kroger,0.9999794049992061,1
38446,uber trip g6qei,uber,uber,0.9999999999985647,1
38447,gamestop 299 altama c z7993z,gamestop,gamestop,0.9999999699321056,1
38448,uber eats rw2tv,uber,uber,0.9999999999977831,1
38449,safeway store 1568 z5411z,safeway,safeway,0.9999999256614444,1
38450,aafes scott starbucks z5814z,starbucks,starbucks,0.9999655719303208,1
38451,dollar general # 3015 z531z,dollargeneral,dollargeneral,0.9999999999332658,1
38452,macys penn square,macys,macys,0.8077868396562392,1
38453,food town 011 z5411z,foodtown,foodlion,0.541323965437881,0
38454,uber eats idbpc z4121z,uber,uber,1.0,1
38455,best buy express #8156 z5732z,bestbuy,bestbuy,0.9999999626845273,1
38456,paypal megumikonek z5943z,paypal,paypal,0.9995105325026122,1
38457,wal mart #2316 z531z,walmart,walmart,0.9999999984467536,1
38458,mcdonald s f12733 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
38459,chick fil a #01368 z5814z,chickfila,chickfila,1.0,1
38460,mcdonald s f36227 cypress txus z5814z,mcdonalds,mcdonalds,0.999999999947633,1
38461,uber trip p5ytx,uber,uber,0.9999999999925802,1
38462,cnk cinemark com 182 z7832z,cinemark,cinemark,0.999999999914948,1
38463,usa snack healthy inc tarrytown nyus,vendingmachine,vendingmachine,0.9999999035922589,1
38464,panda express honolulu hius z5814z,pandaexpress,pandaexpress,0.9997910916297192,1
38465,uber trip b66am,uber,uber,0.9999999999985647,1
38466,walgreens store 2119 c z5912z,walgreens,walgreens,0.9999999999942304,1
38467,panera bread #600873 z5812z,panerabread,panerabread,0.9999999967501836,1
38468,target t 1485 polaris z5411z,target,target,0.9999999993305124,1
38469,hobbylobby 363 a n w,hobbylobby,atm,0.8785979022819819,0
38470,uber eats wnivv,uber,uber,0.9999999999977831,1
38471,domino s 4510 z5814z,dominos,dominos,0.9998833783734812,1
38472,7 eleven 33908 z5541z,seveneleven,seveneleven,0.9999990013156661,1
38473,dunkin #302940 q35 z5814z,dunkindonuts,dunkindonuts,0.9999999201664093,1
38474,rite aid store 5308 z5912z,riteaidpharmacy,riteaidpharmacy,0.999999999999929,1
38475,paypal origin com z7994z,paypal,paypal,0.9999984900244416,1
38476,dollar general # 516 w z531z,dollargeneral,dollargeneral,0.99999999999919,1
38477,mcdonald s f4528 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
38478,mcdonald s f1393 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
38479,sonic drive in #6625 z5814z,sonic,sonic,1.0,1
38480,uber eats ponqh,uber,uber,0.999999999988642,1
38481,papa john s #4752 z5814z,papajohns,papajohns,0.9999999996432791,1
38482,paypal jackieohhh4 z8999z,paypal,paypal,0.9999941015563429,1
38483,uber eats h32jh,uber,uber,0.9999999999977831,1
38484,uber trip kf5ch z4121z,uber,uber,1.0,1
38485,target t 620 george w z5411z,target,target,0.9999999430802137,1
38486,9737 great clips at es z723z,greatclips,greatclips,0.999999999962256,1
38487,meijer # 236 4900 m 72 z5411z,meijer,atm,0.9082622792318776,0
38488,uber eats vwxfd z4121z,uber,uber,1.0,1
38489,giant 6509 z5411z,giant,giant,0.6566772818577721,1
38490,samsclub #4768 z53z,samsclub,samsclub,0.9149380616729333,1
38491,paypal lin z5621z,paypal,paypal,0.9998834373888906,1
38492,gamestop #4977 z7993z,gamestop,gamestop,0.9999619491508843,1
38493,paypal damiansalik z8999z,paypal,paypal,0.9999941015563429,1
38494,coldstone #21383 z5814z,coldstone,mcdonalds,0.34843094807724,0
38495,sport clips ga137 z723z,sportclips,sportclips,0.9979923553906559,1
38496,baskin #361025 q35,baskinrobbins,baskinrobbins,0.9816253842561357,1
38497,cumberland farms 3875 z5541z,cumberlandfarms,cumberlandfarms,0.9998910438059943,1
38498,dollar ge 3736 legion z531z,dollargeneral,dollargeneral,0.9999999999749036,1
38499,safeway store 1474 z5411z,safeway,safeway,0.9999999572292788,1
38500,whataburger #88 z5812z,whataburger,whataburger,0.5100010643262249,1
38501,dairy queen #14335 z5814z,dairyqueen,dairyqueen,0.9999999430235976,1
38502,popeyes chicken #5 z5814z,popeyes,popeyes,0.9999927213513762,1
38503,circle k # 23897 z5541z,circlek,circlek,0.9999999558983969,1
38504,circle k # 23037 z5542z,circlek,circlek,0.9999999965356068,1
38505,uber trip ae57r,uber,uber,0.9999999999985647,1
38506,paypal expressaero z5533z,paypal,paypal,0.9999291976711862,1
38507,qt 544 z5541z,quiktrip,quiktrip,0.9457584281075525,1
38508,mcdonald s f7818 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
38509,circle k # 23481 5336 z5541z,circlek,circlek,0.9999999564262662,1
38510,popeye s #12358 z5814z,popeyes,popeyes,0.6318526288685383,1
38511,michaels stores 1160 3 z597z,michaels,michaels,0.9999999999644302,1
38512,chick fil a #01683 z5814z,chickfila,chickfila,1.0,1
38513,uber eats isf5z z4121z,uber,uber,1.0,1
38514,304 west main st z6011z,atm,atm,1.0,1
38515,taco bell #021532 z5814z,tacobell,tacobell,0.9999999987956834,1
38516,cvs pharm 01222 1944 z5912z,cvs,cvs,0.9999999995141025,1
38517,safeway store 2828,safeway,safeway,0.9999949100170377,1
38518,arbys #1218 mari z5814z,arbys,arbys,0.4764874752345465,1
38519,uber eats mp6lz z4121z,uber,uber,0.9999999999999964,1
38520,17804 n dale mabry z6011z,atm,atm,0.99999999988556,1
38521,t j maxx 3610 call fi,tjmaxx,tjmaxx,0.9999999999438387,1
38522,dunkin #343905 q35 z5814z,dunkindonuts,dunkindonuts,0.9999999201664093,1
38523,uber trip kli54 z4121z,uber,uber,1.0,1
38524,taco bell #029009 z5814z,tacobell,tacobell,0.9999999987956834,1
38525,speedway 06195 600 z5541z,speedway,speedway,0.9799342432821899,1
38526,cinemark theatres 384 z7832z,cinemark,cinemark,0.9999983070997563,1
38527,kroger 7789 richmon,kroger,kroger,0.9980281202533025,1
38528,wawa 297 z5541z,wawa,wawa,0.9944725741381442,1
38529,paypal yoniquecosm z5977z,paypal,paypal,0.9999242556693272,1
38530,steamgames com42595229 z7994z,steam,steam,0.993909480233949,1
38531,lowes foods #27 z5411z,lowes,walmart,0.3280431797835631,0
38532,joann stores #2065 z5949z,joann,joann,0.9999940899129948,1
38533,jimmy johns 2917 m z5814z,jimmyjohns,jimmyjohns,0.9999999995412736,1
38534,1926 fulton st z6011z,atm,atm,0.9999999999745341,1
38535,uber trip cr4x2,uber,uber,0.9999999999925802,1
38536,uber trip rbof6,uber,uber,0.9999999999985647,1
38537,buc ee s #29 z5541z,bucees,bucees,0.9999955538543976,1
38538,1394 e gunhill rd z6011z,atm,atm,0.999999999999929,1
38539,709 main st,atm,atm,0.9969583523637524,1
38540,chick fil a #00440 z5814z,chickfila,chickfila,1.0,1
38541,caseys 1245 n truman b z5541z,caseys,caseys,0.9819947313665424,1
38542,ralphs 18010 chatsw z5411z,ralphs,ralphs,0.9035116959944679,1
38543,shiv sankar corp z5411z,arco,walmart,0.5347932114341389,0
38544,natural green apple de,apple,apple,0.49297832156407423,1
38545,dunkin #344416 q35 z5814z,dunkindonuts,dunkindonuts,0.9999999201664093,1
38546,marshalls 1422 west 47 z5651z,marshalls,marshalls,0.9822749605465063,1
38547,sonic drive in 2976,sonic,sonic,1.0,1
38548,citgo 11775005 happy z5541z,citgo,citgo,0.9764207904929343,1
38549,yogurtland ca 297 z5814z,yogurtland,mcdonalds,0.9047955072837104,0
38550,little caesars z5814z,littlecaesars,littlecaesars,0.9986734959963223,1
38551,target t 4313 ambassa z5411z,target,target,0.999999998156845,1
38552,quince perkins z6011z,atm,atm,0.9995067049170979,1
38553,zumiez #377 z5651z,zumiez,zumiez,0.9448182697801053,1
38554,sunoco 07416027 z5541z,sunoco,sunoco,0.9915637173853852,1
38555,mcdonald s f19966 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
38556,uber trip hubj5 z4121z,uber,uber,1.0,1
38557,sq sunset slush holde z5499z,lush,atm,0.6197412018388117,0
38558,aldi 64022 z5411z,aldi,aldi,0.6355117610398786,1
38559,gulf n gulf z5541z,gulf,gulf,0.7981129787032045,1
38560,uber trip f4zki,uber,uber,0.9999999999985647,1
38561,amc aviation 12 #2249 z7832z,amc,amc,0.9999999584985924,1
38562,paypal guanzihong z5169z,paypal,paypal,0.9998864025736577,1
38563,panera bread #601584 z5812z,panerabread,panerabread,0.9999999967501836,1
38564,cbs all access z5969z,cbs,paypal,0.30624609863827096,0
38565,crooked pint maplewood z5812z,maple,panerabread,0.27742731425169337,0
38566,burger king #1554 z5814z,burgerking,burgerking,0.9999999925305545,1
38567,chick fil a #00851 z5814z,chickfila,chickfila,1.0,1
38568,michaels stores inc277 z597z,michaels,michaels,0.9999999820110262,1
38569,stripes 2182 z5541z,stripe,circlek,0.38768300346521,0
38570,food lion #2159 z5411z,foodlion,foodlion,0.999999941268614,1
38571,mcdonald s f8056 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
38572,chick fil a #03288 z5814z,chickfila,chickfila,1.0,1
38573,731 bigley ave z6011z,atm,atm,0.999999999645226,1
38574,345 1st av 20th st z6011z,atm,atm,0.9999999999412239,1
38575,sally beauty #39 pearl city hius z5977z,sallybeauty,sallybeauty,0.9951390081252047,1
38576,kfc l926001 z5814z,kfc,kfc,0.6349239415470637,1
38577,big lots 40 jackson s,biglots,biglots,0.9999993628725901,1
38578,uber eats auecd,uber,uber,0.999999999988642,1
38579,gamestop 1580 nw 9th,gamestop,gamestop,0.9999355806751157,1
38580,francesca s b433 z5631z,francescas,francescas,0.9998654234301962,1
38581,starbucks store 02850 z5814z,starbucks,starbucks,0.9999999997525393,1
38582,paypal merchlabs z5611z,paypal,paypal,0.9999747239762939,1
38583,uber eats efuuh z4121z,uber,uber,1.0,1
38584,racetrac 2367 z5541z,racetrac,racetrac,0.5820545942282533,1
38585,cvs pharm 01306 220 m z5912z,cvs,cvs,0.9999999994274162,1
38586,uber trip lkkla,uber,uber,0.9999999999985647,1
38587,lucky brand #43337 napa caus z5399z,luckybrand,luckybrand,0.3213953881020001,1
38588,chipotle 0642 z5814z,chipotle,chipotle,0.9322788650516017,1
38589,dunkin #344961 q35 z5814z,dunkindonuts,dunkindonuts,0.9999999201664093,1
38590,panda express 2748 z5814z,pandaexpress,pandaexpress,0.999964206358552,1
38591,walgreens store 5098 s z5912z,walgreens,walgreens,0.9999999999931504,1
38592,sonic drive in #2729 z5814z,sonic,sonic,1.0,1
38593,lush avignon z5977z,lush,lush,0.7489369376386497,1
38594,marcos pizza 8460 z5812z,arco,arco,0.9840685590120003,1
38595,domino s 3414 z5814z,dominos,dominos,0.9998833842424196,1
38596,the home depot #0906 z52z,homedepot,homedepot,0.9999999999999574,1
38597,star stable 5lkqkiuk z5816z,starstable,starstable,0.9999288094031643,1
38598,apple store #r056 70,apple,apple,0.9999853892332032,1
38599,panera bread #01011 z5814z,panerabread,panerabread,0.9999994052445579,1
38600,mcdonald s f7619 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
38601,paypal allen jontya z4829z,paypal,paypal,0.9999802750737382,1
38602,mcdonald s f4800 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
38603,target t 2810 sw mili z5411z,target,target,0.9999999996218207,1
38604,regal cinemas tall fir z7832z,regalcinemas,regalcinemas,0.9999893514852206,1
38605,starbucks store 14555 z5814z,starbucks,starbucks,0.9999999997664837,1
38606,wal mart #5743 z5411z,walmart,walmart,0.9999999997139106,1
38607,gamestop #6669 z7993z,gamestop,gamestop,0.9999699235758949,1
38608,safeway store 1258,safeway,safeway,0.9999987140000384,1
38609,buc ee s #23 1702 leag z5542z,bucees,bucees,0.9999842747095137,1
38610,4262 e 32nd street z6011z,atm,atm,0.9999999999003464,1
38611,smoothie king #133 z5814z,smoothieking,smoothieking,0.9947943794249343,1
38612,paypal ndruff z5732z,paypal,paypal,0.9999499550884104,1
38613,cmsvend campo ve z5814z,vendingmachine,vendingmachine,0.9958234710077885,1
38614,mcdonald s f2512 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
38615,wawa 585 z5541z,wawa,wawa,0.9171691684923874,1
38616,qt 1146 z5541z,quiktrip,quiktrip,0.9381839991023887,1
38617,papa john s 01729 z5814z,papajohns,papajohns,0.9999999996743298,1
38618,mcdonald s f37348,mcdonalds,mcdonalds,0.9999999983169658,1
38619,kroger 1720 epps br,kroger,kroger,0.9971169967139257,1
38620,mcdonald s f11921 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
38621,safeway store 1215,safeway,safeway,0.9999557570033193,1
38622,dsw deser 21001 n tatu z5661z,dsw,dsw,0.3159391662610288,1
38623,wendys #0 4320 elvis p z5814z,wendys,wendys,0.9982841049648251,1
38624,paypal doe wilson z4829z,paypal,paypal,0.999993115317902,1
38625,uber eats zdy6w,uber,uber,0.9999999999977831,1
38626,kroger #0 536 centenni z5411z,kroger,kroger,0.9999985997851935,1
38627,paypal itunes com bil z5735z,paypal,paypal,0.9908848929660643,1
38628,uber eats afegu z4121z,uber,uber,1.0,1
38629,uber trip aakfb,uber,uber,0.9999999999985647,1
38630,paypal we cell z4812z,paypal,paypal,0.9999679890366658,1
38631,paypal 450b corp z5661z,paypal,paypal,0.9999366933224871,1
38632,subway restaurant z5814z,subway,subway,0.9999893319907576,1
38633,2435 texas avenue z6011z,atm,atm,0.9999999981632541,1
38634,paypal samueljohnk bi z5611z,paypal,paypal,0.9999872941134128,1
38635,academy sports #124 z5941z,academysports,academysports,0.9999491723037197,1
38636,starbucks store 29157 z5814z,starbucks,starbucks,0.9999999997664837,1
38637,burger king #549 z5814z,burgerking,burgerking,0.9999999854867597,1
38638,uber eats dotuq z4121z,uber,uber,0.9999999999999964,1
38639,mcdonald s f13623 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
38640,vending eastern cascad z5814z,vendingmachine,vendingmachine,0.904252348929334,1
38641,1643 great clips at gr z723z,greatclips,greatclips,0.9999999999999432,1
38642,paypal bim z597z,paypal,paypal,0.9997566221358063,1
38643,uber trip qrgki z4121z,uber,uber,1.0,1
38644,dunkin #344529 q35 z5814z,dunkindonuts,dunkindonuts,0.9999999201664093,1
38645,uber trip gpjjx z4121z,uber,uber,1.0,1
38646,chipotle 1703 z5814z,chipotle,chipotle,0.9318921489162517,1
38647,kfc g135452 z5814z,kfc,kfc,0.6349239415470637,1
38648,hebert s superette z5912z,heb,walgreens,0.7965932651542796,0
38649,paypal thedisneyli z5931z,paypal,paypal,0.9998825194869406,1
38650,panera bread #601255 z5812z,panerabread,panerabread,0.9999999967501836,1
38651,mcdonald s f25591 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
38652,mcdonald s f34469 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
38653,quiktrip#1049 hwy,atm,atm,0.9998660249787787,1
38654,walgreens store 2551 w z5912z,walgreens,walgreens,0.999999999997172,1
38655,toys r us #9212 z5945z,toysrus,toysrus,0.9999999999455298,1
38656,10400 glen oaks bl z6011z,atm,atm,0.9999999752525145,1
38657,mcdonald s f4924 z5814z,mcdonalds,mcdonalds,0.999999999925997,1
38658,uber trip eeolc z4121z,uber,uber,1.0,1
38659,dollar general 1 12325 z531z,dollargeneral,dollargeneral,1.0,1
38660,sephora 228 z5977z,sephora,sephora,0.9881940722585154,1
38661,wendy s 2010 z5814z,wendys,wendys,0.9999587897864844,1
38662,sq blue bottle coffee z5814z,bluebottlecoffee,vendingmachine,0.2600659242380917,0
38663,wendy s #11321 z5814z,wendys,wendys,0.9999518909661711,1
38664,ulta #741 z5399z,ultabeauty,ultabeauty,0.9976814036858865,1
38665,dollar general # 125 p z531z,dollargeneral,dollargeneral,0.9999999999998721,1
38666,1300 underwood st z6011z,atm,atm,0.9999999993965432,1
38667,bp#9639782plain z5541z,bp,bp,0.9822478053779105,1
38668,dollar ge 8471 e marlb z531z,dollargeneral,dollargeneral,0.9999999999404068,1
38669,uber trip suan2,uber,uber,0.9999999999985647,1
38670,panera bread #203727 z5812z,panerabread,panerabread,0.9999999996046114,1
38671,caseys 222 central ave z5541z,caseys,caseys,0.967400773961824,1
38672,gamestop 5186 us high,gamestop,gamestop,0.9998367380405964,1
38673,stripes 0795092 z5541z,stripe,chevron,0.15991481692901224,0
38674,marshalls #313 z5651z,marshalls,marshalls,0.989194817631332,1
38675,sunoco 07727399 z5541z,sunoco,sunoco,0.9915637173853852,1
38676,walgreens store 10701 z5912z,walgreens,walgreens,0.9999999992468531,1
38677,205 n main st z6011z,atm,atm,1.0,1
38678,lyft ride wed 10pm,lyft,lyft,0.9999999999973568,1
38679,michaels stores 5038 z597z,michaels,michaels,0.9999999980028775,1
38680,uber eats dq5x2 z4121z,uber,uber,1.0,1
38681,uber trip ooge4 z4121z,uber,uber,1.0,1
38682,gamestop 5167 kyle ce,gamestop,gamestop,0.9337252014364084,1
38683,paypal holmes cornell z4829z,paypal,paypal,0.9999749883411669,1
38684,madewell #221 z5999z,madewell,paypal,0.9270437636033289,0
38685,uber trip d6lqv z4121z,uber,uber,1.0,1
38686,culvers of highlan z5814z,culvers,culvers,0.6058603304504743,1
38687,jimmy johns 181 ec z5814z,jimmyjohns,jimmyjohns,0.9999999999752731,1
38688,paypal qasim daniyal z4829z,paypal,paypal,0.9999745372876637,1
38689,walgreens store 2680 u z5912z,walgreens,walgreens,0.9999999999874305,1
38690,heb #401 z5411z,heb,heb,0.48698887150701053,1
38691,raising canes rc10 z5814z,raisingcanes,raisingcanes,0.9976223005084198,1
38692,gamestop #4531 401 ne nseattle waus,gamestop,gamestop,0.9995190384537784,1
38693,kroger fu 1595 peachtr z5542z,kroger,kroger,0.9999999919640032,1
38694,aldi 76042 z5411z,aldi,aldi,0.6355117610398786,1
38695,paypal ljs z5169z,paypal,paypal,0.9998852941669902,1
38696,20 johnson creek blvd z6011z,atm,atm,0.9999999999992895,1
38697,wal mart #0686 fitzgerald gaus z5411z,walmart,walmart,0.9999999999900098,1
38698,walgreens store 22401 z5912z,walgreens,walgreens,0.999999994773102,1
38699,panera bread #204905 z5812z,panerabread,panerabread,0.9999999967501836,1
38700,baskin #344294 q35 z5814z,baskinrobbins,dunkindonuts,0.961152888400276,0
38701,target t 30340 haun r z5411z,target,target,0.9999999989794119,1
38702,best lockers bgtampa z7299z,bestlockers,bestlockers,0.9998552379169325,1
38703,ulta #363 z5399z,ultabeauty,ultabeauty,0.9975144697407295,1
38704,big lots 525 titus av,biglots,biglots,0.9999999552031237,1
38705,kohls 003 2315 n 124th z5311z,kohls,kohls,0.9974868648613487,1
38706,paypal brand eli z4829z,paypal,paypal,0.9999848972656675,1
38707,starbucks east dal z5814z,starbucks,starbucks,0.9996606750353599,1
38708,starbucks store 53868 z5814z,starbucks,starbucks,0.9999999997664837,1
38709,trader joe s #360 z5411z,traderjoe,traderjoe,0.9999999570676161,1
38710,pacsun #1212 tigard orus z5699z,pacsun,pacsun,0.95835514145079,1
38711,paypal tangshikun z5533z,paypal,paypal,0.9999291976711862,1
38712,1501 s detroit ave z6011z,atm,atm,0.9999999999372022,1
38713,domino s 6669 z5814z,dominos,dominos,0.999892757495826,1
38714,brookfield place z6011z,atm,atm,0.9999986509730623,1
38715,nordstrom #0635 z5311z,nordstrom,nordstrom,0.8833985602803912,1
38716,dollar ge 2 river pl u z531z,dollargeneral,dollargeneral,0.9999999999999858,1
38717,superamerica 4370 z5541z,superamerica,chevron,0.15920764196640327,0
38718,mcdonald s f5797 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
38719,mcdonald s f472 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
38720,4328 amc minot 9 z7832z,amc,amc,0.9994462546722824,1
38721,chipotle 1362 z5814z,chipotle,chipotle,0.9324202811069587,1
38722,five guys co 166 z5814z,fiveguys,fiveguys,0.9999996359509803,1
38723,arco #42612 ampm z5541z,arco,arco,0.9999895742954963,1
38724,gamestop 341 menlo pa z7993z,gamestop,gamestop,0.9999999705059683,1
38725,paypal followigcom z8999z,paypal,paypal,0.9999941015563429,1
38726,dollar tr 3637 s kings z5331z,dollartree,dollartree,0.9999999996025792,1
38727,wendy s #136 z5814z,wendys,wendys,0.9999641374956295,1
38728,paypal nikolavalen z5699z,paypal,paypal,0.999922103573213,1
38729,sunoco 02533511 z5542z,sunoco,sunoco,0.9924002185576334,1
38730,mcdonald s f2708 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
38731,mcdonald s f32165 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
38732,sonic drive in #2124 z5814z,sonic,sonic,1.0,1
38733,mcdonald s f14499 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
